PostId;StudentId;Content
3;438;"Hallo,ich fass nochmal kurz die Aufgabe zusammen, damit wir sie auch hier m Etherpad haben:    - Situation: arbeiten in einer Startup Software-Firma mit 8 Mitarbeitern                       Chef beruft Meeting ein -> Diskussion, wie man als Firma Abfall im Broalltag reduzieren kann                       Brainstorming in einem Raum     - Aufgabe: Worauf muss geachtet werden, damit das Brainstorming gelingt?"
4;438;"Hey,also ich hab im Etherpad schon mal kurz die Aufgabe zusammengefasst, damit wir nicht immer nachschauen mssen.Ich wrde vorschlagen, dass jeder von uns ca. 150 Wrter schreibt.Wollen wir die Aufgabe unterteilen in Themen? Also z.B. einer erklrt kurz, was Brainstorming ist, einer die Vor- und Nachteile, auf unsere Aufgabe angewandt, einer, wie man diese beheben knnte etc.Habt ihr eventuell noch mehr Vorschlge oder andere?Oder soll einfach jeder was drauf losschreiben? :D"
5;434;"Hallo, Also an sich finde ich deinen Vorschlag gut, nur bin ich mir nicht sicher, ob wir damit die Aufgabenstellung treffen. Eigentlich ist ja die Frage, was man beachten muss, damit das Brainstorming gut funktioniert. Ich wrde vorschlagen, dass sich jeder einen Aspekt, der beachtet werden sollte berlegt und ihn ins Etherpad schreibt. Man sollte dann nur bevor man einen Text formuliert nachschauen, ob vielleicht schon ein anderer einen Text zu diesem Aspekt geschrieben hat. Was sagen die anderen? Sollte man vielleicht doch noch eine Einleitung schreiben wie von Heba vorgeschlagen? "
7;434;"Ein wichtiger Aspekt, der beachtet werden sollte, ist die Blockierung desDenkprozesses: Es sollte darauf geachtet werden, dass es zu keinerUnterbrechung whrend der kreativen Denkphase kommt. Das bedeutet, dass jederTeilnehmer seine Ideen sofort erzhlen, bzw. aufschreiben sollte. Bei einemverbalen Brainstorming in einer Gruppe ist es natrlich notwendig, dass immer nureine Person spricht. Das fhrt zu Verzgerungen bei der Ideenformulierung der anderenTeilnehmer, was insgesamt zu einer wesentlich geringeren Produktivitt fhrt. EineLsung fr dieses Problem ist beispielsweise, dass jede Person individuell dieIdeen notiert und diese anschlieend in der Gruppe vorgestellt werden. Fallsber ausreichend technische Mittel und Fhigkeiten verfgt wird, knnen dieIdeen auch virtuell ausgetauscht werden, wobei es auch hier nicht zu einerBlockierung der Eingabe kommen darf, um die Produktivitt hoch zu halten. Fallsdie Ideen verbal festgehalten werden sollen, muss dafr gesorgt sein, dass dieIdeen jeder Person sofort aufgenommen werden und keine Produktionsblockierungentsteht."
8;438;"Ja stimmt. ich finde deinen Vorschlag ehrlich gesagt besser. Also im Prinzip direkt auf die Situation eingehen und sagen, was schiefgehen bzw. was gut laufen knnte und dann ob und wie man es eventuell anders machen kann, damit das Brainstorming auch produktiv ist.Hab ich dich richtig verstanden? :)"
9;434;"Ja das ist gut wrde ich sagen :) Dein Vorschlag wre natrlich geordneter, hier muss man mal schauen ob die Abschnitte auch zusammen passen :D "
10;480;"Hallo ihr, ich wollte mich kurz zu Wort melden und Bescheid geben, dass ich mich heute dran setzen werde und mitarbeite :)"
11;480;"Fr das Gelingen eines Brainstorming-Prozesses sind verschiedene Faktoren magebend. Zunchst muss die Gruppenkonstellation und das Problem betrachtet werden, um den Problemlsungsprozess optimal zu gestalten. Hier wird angenommen, dass es sich um eine homogene Gruppe handelt. Dies wird mit der Zugehrigkeit der Mitarbeiter zu einem StartUp Unternehmen begrndet. . Alle Mitarbeiter haben hnliche Aufgabenbereiche innerhalb der Firma und somit einen hnlichen Blick fr die Problemstellung. Zustzlich kann die Gruppengre als relativ klein bezeichnet werden, ist aber in Bezug auf die Aufgabenstellung wahrscheinlich nicht geeignet fr ein erstes gemeinsames Brainstorming (dies soll im Verlauf weiter geprft werden). Das Problem wird als konkretes Problem, welches von allen Mitarbeitern beseitigt werden knnte, artikuliert. Es soll eine kreative Problemlsung fr im Broalltag anfallenden Abfall gefunden werden. Nachdem die Gruppenkonstellation und das Problem definiert wurden, sollte berprft werden, ob ein Brainstrorming, in Vollbesetzung der Mitarbeiter, zu Produktionsverlusten fhren kann. Diese Verluste entstehen aufgrund der Blockierung von Denkprozessen einzelner Mitarbeiter, aufgrund der Angst einer negativen Bewertung von Gesagtem und aufgrund von Trittbrettfahrern, welche sich der Ideen anderer annehmen, um eigene Anstrengungne zu vermeiden. Bei der Blockierung des Denkprozesses sollte darauf geachtet werden, dass es zu keiner Unterbrechung whrend der kreativen Denkphase kommt. JederTeilnehmer sollte dementsprechend seine Ideen sofort artikulieren bzw. aufschreiben. Bei einem verbalen Gruppen-Brainstorming ist es aufgrund der Beachtung von Gesprchsregeln notwendig, dass nur eine Person ihre Ideen uern kann. Das fhrt zu Verzgerungen bei der Ideenformulierung der anderenTeilnehmer. Diese werden in ihrem Denkprozess blockiert und knnen wesentliche Einflle erst verzgert oder gar nicht wiedergeben, was insgesamt zu einer wesentlich geringeren Produktivitt fhrt. Eine Lsung fr dieses Problem ist die unabhngige Ideensammlung jedes einzelnen Mitarbeiters und die daran anschlieende Vorstellung der eigenstndig erworbenen Ideen. Bei ausreichend technische Ausstattung, knnen die Ideen auch virtuell ausgetauscht werden. Dieses Vorgehen untersttzt die Vermeidung von Blockaden, wenn die Eingabe ohne Verzgerungen erfolgen kann. Falls Ideen verbal festgehalten werden sollen, muss dafr gesorgt sein, dass sie sofort aufgenommen werden undin einer adquaten Gruppengre besprochen werden. Innerhalb des Brainstorming-Prozesses sollte dafr gesorgt werden, dass jedes Mitglied angstfrei Ideen uern kann. Dies wre nicht der Fall, wenn heterogene Gruppenmitglieder mit unterschiedlichem Expertenwissen eine Problemlsung entwicklen sollten. In diesem Fall wrde die Angst aufkommen etwas falsches zu sagen. Dies wre kontraproduktiv."
12;480;"Hey, ich habe nun den Anfang geschrieben, ich hoffe es ist ok. Ich habe mit den Rahmenbedingungen angefangen. sprich mit der Gruppenkonstellation und dem Problem. Bei der Entscheidung, ob Brainstorming in dieser Konstellation Kreativitt frdert und was beachtet werden muss, mssen mehrere Faktoren beachtet werden. Ich hab angefangen sie aufzuschreiben und zu erlutern. Dabei habe ich einen schon geschriebenen Text verwendet. ich hoffe das war ok so. Guckt es euch an und ergnzt es um die trittbrettfahrerproblematik. das wre super. Ich knnt meinen Text natrlich auch liebend gerne verbessern, korrigieren oder so....Gre"
14;438;"Die Idee des Brainstorming ist als Mglichkeit des kreativen Problemlsens sehr beliebt. Diese Methode wurde 1958 von Taylor, Berry und Block einem Test unterzogen. Dabei schnitt die Gruppe im Vergeich zu parallel arbeitenden Individuen (und kombiniert) sowohl bei Quantitt als auch bei der Qualitt signifikant schlechter ab. Dennoch ist ein erfolgreiches Problemlsen durch Brainstorming mglich, wenn man die Probleme, die dabei entstehen knnten . Diese Verluste entstehen aufgrund der Blockierung von Denkprozessen einzelner Mitarbeiter (Produktionsblockierungshypothese), aufgrund der Angst einer negativen Bewertung von Gesagtem durch andere Gruppenmitglieder (Bewertungsangsthypothese) und aufgrund von Trittbrettfahrern, welche sich der Ideen anderer annehmen, um eigene Anstrengungen zu vermeiden (Trittbrettfahrerhypothese). Jeder Teilnehmer sollte dementsprechend seine Ideen sofort artikulieren bzw. Eine Lsung fr dieses Problem ist die unabhngige Ideensammlung jedes einzelnen Mitarbeiters und die daran anschlieende Vorstellung der eigenstndig erworbenen Ideen, z.B. indem sie ihre Ideen vor dem gemeinsamen Brainstorming schriftlich festhalten. Bei anschlieender Vorstellung der eigenen Ideen, sind so die Gruppenmitglieder gleichberechtigt und auch introvertierte Teilnehmer htten die Chance, ihre Ideen anzubringen. Zustzlich wird dadurch vermieden, dass Ideen bei einer verbalen Diskussion untergehen, da sie schriftlich fixiert sind. Allerdings knnte durch das Festhalten der Ideen vor dem Brainstorming die Spontanitt der Ideen verloren gehen. Bei ausreichend technischer Ausstattung, knnen die Ideen auch virtuell ausgetauscht werden, damit knnte der genannte Nachteil minimiert werden. Falls Ideen verbal festgehalten werden sollen, muss dafr gesorgt sein, dass sie sofort aufgenommen werden und in einer adquaten Gruppengre besprochen werden. Um eine Selbstzensur der Gruppenmitglieder zu vermeiden, knnte man versuchen, die Anonymitt beim Vorstellen der individuellen Ideen (z. B beim Brainwriting) zu bewahren, sodass der Inhalt der Ideen ausfhrlich kritisiert werden kann und eventuell gemeinsam verbessert werden kann, aber die Teilnehmer selbst nicht persnlich angreifbar sind."
