PostId;StudentId;Content
3;493;"Hallo Carina, Cassandra und Tim :)Habt ihr schon Vorgehensvorschlge fr die Bearbeitung der Aufgabe? Und wisst ihr schon, wann ihr dafr am besten Zeit habt?Ich werde heute die Basisliteratur lesen und htte jeden Tag Zeit, einmal ins Forum zu schauen, zum effektiven Mitarbeiten am Text komme ich aber wahrscheinlich erst Donnerstag/Freitag. Wre das okay fr euch?LG Mark"
4;481;"Hallo Miteinander,ich bin leider gerade erst dazu gekommen, mir die Inhalte durchzulesen und die Aufgabenstellung zu bearbeiten.Die Aufgabenstellung ist ja im Prinzip, was beim Brainstorming bei 8 Leuten in einem Raum beachtet werden sollte. Es wurden zum einen von Osborn vier Regeln aufgestellt, die beim Brainstorming entscheidend sind. 1. Je mehr Ideen desto besser, 2. Je ungewhnlicher die Idee, desto besser, 3. Verbessere und Ergnze bereits genannte Ideen, 4. Enthalte dich jeglicher Kritik.Allerdings wurden im Nachhinein Experimente dazu durchgefhrt und es zeigte sich, dass die Regeln in der Realitt nicht eingehalten werden knnen bzw.es dennoch Probleme beim Brainstorming gibt. Zum einen soll eigentlich in der Gruppe keine Kritik an Mitarbeitern ausgebt werden, dennoch ist es in der Realitt so, dass trotzdem Mitglieder Angst davor haben Iden auszusprechen, weil sie mglicherweise falsch sein knnten. Zudem lehnen sich einige MItarbeiter beim Brainstorming in der Gruppe zurck und lassen eher andere arbeiten, obwohl sie selbst gute Ideen beisteuern knnten. Und zum anderen kann es passieren, dass Denkprozesse von Mitgliedern gestrt werden knnen, indem dieser einem anderen gleichzeitig beim Reden zuhren mchte. Um diese genannten Probleme zu vermeiden, wrde ich vorschlagen, dass Brainwriting durchgefhrt werden sollte. So sollte jeder Mitarbeiter seine Ideen auf einem Zettel aufschreiben und anschlieend sollten die Zettel ausgetauscht werden. Zum einen werden somit keine Denkprozesse unterbrochen und zum anderen kann gesehen werden, was jeder Mitarbeiter gemacht hat und ob er sich Gedanken gemacht hat. So kann das Problem des sozialen Faulenzen umgangen werden. Um nun noch die Anonymitt zu verbergen um somit die Angst etwas falsches zu sagen bzw in dem Fall aufzuschreiben, knnen entweder alle Zettel eingesammelt werden und vermischt werden, sodass kein Rckschluss gezogen werden kann, von wem welche Idee kommt. In diesem Fall wird das soziale Faulenzen eventuell wieder ein Problem, wobei ich der Meinung bin, dass trotz Anonymitt keiner einen leeren Zettel abgeben mchte. Habt ihr eventuell andere Vorschlge oder knntet noch etwas hinzufgen?Viele Gre,Carina"
5;460;"Hey ihr!erst einmal sorry, dass ich mich jetzt erst melde. Hatte diese Woche 3 Referate, die meine Aufmerksamkeit gefordert haben...Ich werde mich jetzt an die Literatur machen. Carina, deine Ideen hren sich schon einmal sehr vielversprechend an :)LG Tim"
6;460;"So, mittlerweile bin ich nun auch etwas schlauer, was das brainstorming betrifft.Die drei groen Probleme des Brainstormings (Bewertungsangst, Trittbrettfahrer, Blockierung) sollten ja mglichst umgangen werden. Aus diesem Grund finde ich die Idee des Durchfhrens des Brainwritings ziemlich gut. Was haltet ihr denn fr unseren konkreten Fall von folgender Idee.Die 8 Mitarbeiter befinden sich mit dem Chef beim anberaumten Meeting (s. Aufgabenstellung). Der Chef stellt die Problematik vor und bittet die Mitarbeiter darum, sich bis zum darauf folgenden Tag Gedanken bezglich einer Lsung zu machen (quasi individuelles Brainstorming bzw. Brainwriting; zu hause oder so). Am nchsten Tag teilt der Chef seine Mitarbeiter in 2 Gruppen auf (je 4), welche sich dann gegenseitig ihre vorab gemachten Gedanken vorstellen und bewerten (evt. neue Ideen entwickeln?!). Im Anschluss daran berlegt jede Gruppe fr sich, welche Vorschlge am Besten sind (und notiert diese). Schlielich setzen sich beide Gruppen zusammen, stellen sich gegenseitig ihre Vorschlge vor und alle entscheiden dann zusammen, welcher Vorschlag am sinnigsten ist, um im Broalltag den Abfall zu reduzieren. Dieser Vorschlag entspricht eventuell nicht ganz der Aufgabenstellung, aber ich denke, dass er im Broalltag so ganz gut umgesetzt werden  knnte ;) LG Tim"
7;493;"Hallo Carina und Tim (und Cassandra)!Ich finde dein Text, Carina, gibt schon einmal eine gute Strukturierung der Aufgabenbeantwortung vor (Osborn, Experimente, Probleme, Brainwriting).Brainwriting finde ich auch eine gute Lsung fr das Problem. Auch deinen Ansatz, Tim, finde ich interessant.Ich denke, wir knnten ja verschiedene Versionen vorschlagen:1) Eine aufwendigere mit privatem Brainwriting, zwei Gruppen, die sich dann austauschen (Tim).2) Und eine einfachere, alle im gleichen Raum aber erst einmal fr sich aufschreibend (Carina). 3) Aus der Praxis kenne ich es so: alle schreiben erst einmal auf Moderationskarten ihre Ideen persnlich, dann werden diese (anonym) eingesammelt und fr alle sichtbar ausgelegt bzw. an eine Pinnwand geheftet. Im nchsten Schritt wird dann noch einmal gebrainstormed (wieder jeder fr sich), damit man sich auch von den Vorschlgen der anderen inspirieren lassen kann (kognitive Stimulierung).4) Im digitalen Zeitalter knnte ich mir auch elektronisches Brainstorming gut vorstellen. Also schnell eine WhatsApp-Gruppe grnden und Ideen eingeben und sich gleichzeitig von den anderen inspirieren lassen...Fr diese Vorschlge wre ja die berschrift sozusagen dem Chef empfehlen, Produktionsblockierung zu vermindern und Stimulierung wahrscheinlicher zu machen.Fr die Bewertungsangst- und Trittbrettfahrerprobleme knnte ich mir noch vorstellen, dass der Chef sich dieser Thematik bewusst ist und entsprechend seine Instruktion gestaltet: Quantitt vor Qualitt, keine Kritik (Osborn-Prinzipien) - das hilft der Kreativitt - und mir ist der Beitrag jedes einzelnen Teammitglieds wichtig. Das heisst auch, dass er, wenn z.B. die persnlichen Ideen fr alle sichtbar gemacht werden, darauf geachtet wird, dass keine Bewertungen vorgenommen werden (Das ist ja mal eine coole Idee! Von wem ist die? oder auch Nee, unrealistisch oder Das knnen wir gleich vergessen - leider passiert das meiner Erfahrung nach in der Praxis recht hufig). Ansonsten das, was Carina schon schreibt: inhaltliche Anonymitt gegen die Bewertungsangst, aber sichtbares Ideenaufschreiben (z.B. 1 Moderationskarte pro Idee) gegen Trittbrettfahrerprobleme.Beste GrsseMark"
8;493;"Brainstorming Der Werbefachmann Alex Osborn rief das so genannte Brainstorming mit einem Artikel 1953 ins ffentliche Leben. Fr ihn bestand ein kreativer Problemlsungsprozess aus drei Phasen: Fact-Finding, Idea-Finding und Solution-Finding. Um auf gute Ideen zu kommen, schlug Osborn vor, die Ideengenerierung von der Ideenbewertung zu trennen und deswegen zunchst einmal Kritik aufzuschieben und auf Quantitt der Ideen zu setzen. So sollte es wahrscheinlicher gemacht werden, dass sich unter den vielen verschiedenen Ideenauch qualitativ gute befinden. Er stellte vier Regeln auf: 1) Je mehr Ideen, desto besser; 2) Je ungewhnlicher die Ideen, desto besser; 3) verbessere und ergnze bereits genannte Ideen; 4) enthalte dich jeglicher Kritik. Diese Methode erfreute sich ber die Jahre hinweg bis heute in Organisationen grosser Beliebtheit, und auch die Prinzipien sind vielfach bekannt. Doch Osborns Anspruch, durch diese Methode die Gruppenkreativitt der individuellen berlegen zu machen, wurde, wie wissenschaftliche Experimente zeigten, diese Methode nicht gerecht. So zeigte sich, dass Individuen, die unabhngig voneinander Ideen entwickelten und deren individuelle Ergebnisse zu einem formalen Gruppenergebnis kombiniert wurden (Nominalgruppe), mehr und bessere Ideen entwickelten als echte Gruppen. BewertungsangstTrittbrettfahren Produktionsblockierung Kognitive Stimulierung Empfehlungen an den Chef"
9;493;"Hallo nochmals :)Ich habe jetzt im Etherpad mal einen Anfang gemacht zu Osborns Brainstormingberlegungen und folgende Punkte zum Fllen vorgeschlagen: Brainstorming, Bewertungsangst, Trittbrettfahren, Produktionsblockierung, Kognitive Stimulierung und Empfehlungen an den Chef. Am besten schaut ihr einfach mal rein und gebt hier Feedback :)LG Mark"
10;493;"So zeigte sich, dass Individuen, die unabhngig voneinander Ideen entwickelten und deren individuelle Ergebnisse zu einem formalen Gruppenergebnis kombiniert wurden (Nominalgruppe), mehr und bessere Ideen entwickelten als echte Gruppen (vgl. Taylor, Berry und Block, 1958; Mullen, Johnson & Salas, 1991)."
11;481;"Hey, Verzeihung, ich liege seit Freitag krank im Bett. Ich habe mir aber nun eure Kommentare durchgelesen und finde es erst mal gut, dass wir vier verschieden Lsungsanstze haben. Zum einen finde ich Tims Idee auch gut, dass das brainwriting auerhalb stattfindet und der Lsungsansatz, wie es in der Praxis heut ist, von marc, finde ich auch sehr wichtig und wrde den auch gerne mit in den text mit aufnehmen. Den vierten Vorschlag, mit der digitalen Lsung finde ich persnlich nicht so gut - da hier auch die Anonymitt nicht verhindert wird, bei einer WhatsApp gruppe. Und ich den anonymittsfaktot persnlich fr sehr wichtig halte, aber da das lediglich ein persnliches empfinden ist, knnen wir das auch mit aufnehmen, da es ja auch positive Aspekte hat, die beachtet werden sollten. Zu Tims text: ist auf jeden fall genehmigt! Ist alles drin, was rein muss und wurde sehr gut geschrieben. Danke!Wollen wir die vier Ideen  och unter den text schreiben oder wie hattet ihr euch das gedacht?VG Carina"
12;460;"Hey :)klasse, dass wir hier so viele, verschiedene mgliche Lsungsanstze finden! Was haltet ihr denn davon, wenn wir, wie bereits vorgeschlagen, einfach die Knackpunkte des Textes benennen (so wie Mark dies schon im Etherpad angefangen hat) und dann im Anschluss einfach unsere Vorschlge (a,b,c,...) niederschreiben?! LG TimPS: Gute Besserung Carina :) "
